1297,jpn,きみにちょっとしたものをもってきたよ。
4702,jpn,何かしてみましょう。
4703,jpn,私は眠らなければなりません。
4705,jpn,今日は６月１８日で、ムーリエルの誕生日です！
4706,jpn,お誕生日おめでとうムーリエル！
4707,jpn,ムーリエルは２０歳になりました。
4708,jpn,パスワードは「Muiriel」です。
4709,jpn,すぐに戻ります。
4710,jpn,知らない。
4711,jpn,何と言ったら良いか分かりません。
4712,jpn,きりがない。
4713,jpn,何と言ったらいいか・・・。
4714,jpn,こいつは悪いウサギだった。
4715,jpn,私は山にいました。
4716,jpn,それは最近の写真？
4717,jpn,時間があるか分かりません。
4718,jpn,先程、どういうわけかマイクが入りませんでした。
4720,jpn,この世界の教育にはがっかりしてしまう。
4726,jpn,私は一日に100ユーロ稼ぎます。
4727,jpn,すぐに諦めて昼寝をするかも知れない。
4728,jpn,それはあなたが一人になりたくないからです。
4729,jpn,そんなことは起きないでしょう。
4730,jpn,彼は時々変です。
4731,jpn,あなたの勉強を邪魔しないようにします。
4734,jpn,心配しないで。
4735,jpn,会えなくて淋しい。
4736,jpn,明日帰ったら電話します。
4737,jpn,私はいつも不思議な性格の方が好きだった。
4738,jpn,眠った方がいいよ。
4739,jpn,行くよ。
4740,jpn,私は彼らにチケットをもう一枚送ってくれるように頼んだ。
4741,jpn,君は僕にとてもいらいらしている。
4742,jpn,私はそんな風には生きられない。
4743,jpn,私は一時期、天体物理学者になりたかった。
4744,jpn,生物学は好きになれません。
4745,jpn,僕が最後に自分の考えを伝えた人は、僕を気違いだと思ったようだ。
4749,jpn,それは私の台詞だよ！
4750,jpn,彼は私を蹴っています！
4751,jpn,本当？
4753,jpn,あ！蝶々がいる！
4754,jpn,急いで！
4759,jpn,冗談でしょ！？
4765,jpn,だから何？
4766,jpn,こらしめてやる。
4789,jpn,なんで聞くの？
4799,jpn,それは面白い。
4806,jpn,彼女は、どうしてそんなことが可能なのかと尋ねている。
4810,jpn,できるよ！
4814,jpn,私は寝なければなりません。
4824,jpn,何が起きたの？
4826,jpn,何が言いたいのか分からないなあ。
4832,jpn,分からない言葉がたくさんある。
4844,jpn,何て答えたの？
4849,jpn,待つしかない。
4851,jpn,愛してる。
4858,jpn,ログアウトするんじゃなかったよ。
4862,jpn,化学が嫌いだ。
4870,jpn,誰にでも長所と短所がある。
4882,jpn,そこに問題がある。
4913,jpn,何かお飲みになりますか？
4914,jpn,「どなたですか」「お母さんよ」
4915,jpn,「いつ戻りますか」「天候次第です」
4920,jpn,私たちは兄弟として共に生きることを知らなければならない。さもなくば、愚か者として共に滅びるであろう。
4922,jpn,「実を言うと、俺、高所恐怖症なんだ」「臆病者っ！」
4923,jpn,「信用して」と彼は言った。
4924,jpn,「これが探していたものだ」と彼は叫んだ。
4929,jpn,「手伝ってくれてありがとう」「どういたしまして」
4930,jpn,またいつか風のように走るんだ。
4931,jpn,「彼女は音楽が好きだ」「私もそうだ」
4932,jpn,お願いだから泣かないで。
4933,jpn,何か私にできることがありましたらお知らせ下さい。
4935,jpn,私たちがそこへ行くかどうかを決めるのは君の責任だ。
4938,jpn,「トランプしたいなあ」「私も」
4939,jpn,「以前にどこかで会ったことがありませんか」とその学生はたずねた。
4940,jpn,日本人ならそんなことはけっしてしないでしょう。
4949,jpn,「ｐｒｅｔｔｙ」の綴りは？
4950,jpn,家に帰りましょうか。
4951,jpn,申し訳ないけど長居できないんですよ。
4952,jpn,１０年は待つには長い時間だ。
4953,jpn,「どうして行かないの？」「行きたくないからだよ」
4954,jpn,１００万人の人々がその戦争で命を落とした。
4956,jpn,１か月あまり名古屋に居たことがある。
4971,jpn,ありがとうございます！
4974,jpn,良い考えだね！
4981,jpn,こわれやすいガラス張りの家に住む者は石を投げてはいけない。
4982,jpn,「あばたもえくぼ」って言うからね。
4983,jpn,あら、申し訳ございません。
4989,jpn,あなたが駅に着くのにどのくらいかかりますか。
4991,jpn,失礼だが、上記の記事にある３つの誤りを指摘しておきたい。
4993,jpn,「はい」と「いいえ」しか言わない人と会話を続けるのは難しい。
4995,jpn,「あの音で考え事ができないわ」と、彼女はタイプライターを見つめながら言った。
4996,jpn,「ハムレット」はこれまでで最もおもしろい戯曲だと言われている。
5000,jpn,ひとつ質問してもいいですか。
5001,jpn,「気分はどうですか」と彼は尋ねた。
5002,jpn,２、３年でフランス語に熟達するのはきわめて難しい。
5021,jpn,あの方が言われる事を、何でもしてあげて下さい。
5022,jpn,学校まで１０分で歩いて行ける。
5023,jpn,２、３ページの英語を訳すのに２時間以上もかかりました。
5025,jpn,ブラウンさんをお願いします。
5026,jpn,「ええ、オレンジジュースをお願いします」マイクは言った。
5027,jpn,「ああ！」は感嘆詞だ。
5028,jpn,あなたは何を求めているのですか。
5035,jpn,私には夢がある。
5048,jpn,馬鹿みたい！
5052,jpn,とっても好きよ。
5058,jpn,僕と踊ってくれませんか。
5059,jpn,何時ですか。
5060,jpn,ご出身はどちらですか。
5061,jpn,あなたの名前は？
5067,jpn,口を開けてください！
5070,jpn,賛成です。
5074,jpn,彼はとてもセクシーだ。
5075,jpn,ひとりにさせて！
5076,jpn,「塩を取って下さい」「はい、どうぞ」
5078,jpn,おいくつですか？
5092,jpn,今日はとても暑い。
5095,jpn,彼は約束を破った。
5097,jpn,心配しないで、楽しくいこう！
5107,jpn,疲れているんだ。
5109,jpn,もっとゆっくり話してください！
5112,jpn,勘定お願いします。
5114,jpn,頭痛がする。
5119,jpn,気分がよくないんだ。
5120,jpn,警察を呼んで！
5121,jpn,値段が高すぎる！
5125,jpn,メリークリスマス！
5127,jpn,「もし疲れているなら寝たらどう？」「僕が今寝たらあまりに早く目覚めてしまうから」
5148,jpn,睡眠は重要であるにもかかわらず、その役割は謎である。
5152,jpn,おなか空いた！
5165,jpn,風がおだやかになった。
5167,jpn,意志あるところには道がある。
5168,jpn,ローマは一日にして成らず。
5169,jpn,沈黙は同意を表す。
5170,jpn,「おわったの」「それどころかまだ始めていないよ」
5171,jpn,「おはよう」とトムは微笑みながら言った。
5183,jpn,寒い。
5184,jpn,喉が渇いた。
5187,jpn,親切にしてやればつけあがる。
5188,jpn,あなたは正しい。
5203,jpn,君の助けが必要なんだ。
5222,jpn,食事中本を読んだ。
5264,jpn,外は真っ暗だ。
5270,jpn,彼は彼の人生の話を私にしてくれた。
5271,jpn,何を話しているの？
5278,jpn,「ありがとう」「どういたしまして」
5282,jpn,彼は跡形もなく姿を消してしまったんだ。
5304,jpn,彼は嫌な思い出が消えることを願っている。
5307,jpn,そんな不当な提案は、拒否すべきだったのに。
5314,jpn,もし電気がないと、私たちの暮らしがどのようなものになるか想像できますか。
5321,jpn,体を大事にしなさい。
5325,jpn,何歳ですか。
5347,jpn,あなたって、なんてきれいなんでしょう！
6004,jpn,ここで写真を撮らないでください。
6013,jpn,私の趣味は音楽を聞くことです。
48302,jpn,どこに住んでいますか？
74011,jpn,彼氏が留置所に入って10日経ちました。
74012,jpn,汚い行為の報いは必ず自分に返ってくる。
74013,jpn,そちら様のお電話番号をいただけますか。
74033,jpn,前髪が、おでこにかからないように髪を上げることをおすすめします。
74034,jpn,どうしてこんな上等のぶどう酒を今まで取って置いたのか。
74040,jpn,0.3のシャー芯って何であんなに高いのですか？
74048,jpn,マリア・カラスは有名なオペラ歌手でした。
74053,jpn,それは確かに一案です。
74060,jpn,女性に彼氏がいるかいないかの探りを入れるベストな方法が有れば教えてください。
74072,jpn,木造建築物は火がつきやすい。
74088,jpn,「ご注文は？」「オレンジジュース」「アイス付きで？」「そう」「まいど」
74090,jpn,「ちょっとカタいかな～」「カタい？」「粘度が高すぎるってことさ」
74099,jpn,ママ～！あのお姉ちゃんとお兄ちゃん、お手手繋いで、すっごく仲良しさんだね～！
74115,jpn,私は料理をしますが、とんでもなく下手くそです。
74120,jpn,ようやく夜が明けて長い夜が終わった。
74132,jpn,彼は思ったことを口にする。
74141,jpn,サダムが脅威でないなどと言うのは、赤がかった反戦運動の人達くらい。
74211,jpn,そしてこの法律案が通らなかった場合において、おまえはどういう責任をとるのだ。
74242,jpn,偏頭痛がおこったときに対処するだけではなく、普段の生活のなかで、偏頭痛をなるべく防いでいくのも大事なことです。
74253,jpn,アルミニウム、マグネシウム、シリコンなどの粉末が爆発する。
74265,jpn,このドクロマークは17世紀後半にイギリスで活動した世界的に有名な海賊キャプテン・キッドにちなんでつけられた。
74279,jpn,神は創造者です。天も地も人も、神以外は全て被造物です。
74326,jpn,カウンターの値が指定の「キリ番」になったら記念メッセージを表示させます。
74331,jpn,いわゆる裏方仕事もたくさんあります。
74371,jpn,日本の養殖真珠は世界の真珠市場の６割を占めるまでになった。
74432,jpn,何か重い兇器でやられたらしく、頭蓋骨は粉砕された。
74447,jpn,画像をクリックすると次ページへ移ります！
74474,jpn,男性は色っぽい女性が大好きなのです。
74505,jpn,アートファイル(.art)の使用法がわかりません。
74521,jpn,４．中華鍋にごま油を熱してバターを溶かす。
74561,jpn,外用のみに使用し、内服しないで下さい。
74566,jpn,この果てしない宇宙にいるのは、私たち人類だけですか？
74575,jpn,ブルース夫人は英日間を飛んだ最初の女性パイロットであった。
74578,jpn,ここで迷わず迂回路を取ることにする。
74590,jpn,男性の方が女性より肌が脂っぽいって本当ですか？
74652,jpn,クレーンを操縦するのには、勿論、免許が必要です。
74684,jpn,仮に競馬でたまたま大穴を当てたとしましょう。
74703,jpn,他の惑星に知的生命体はいるか？
74752,jpn,多くの人間にとって三角関数を学ぶことは無意味であるように思える。
74757,jpn,時間をおかないと追加・削除が反映されない。
74776,jpn,つまらないものですがご笑納ください。
74780,jpn,時々、私の犬は夜中の間に吠えます。
74787,jpn,嫉妬が彼にそれをさせた。
74799,jpn,何が正しくて何が間違いか選択するのは難しいが、選択しなければならない。
74809,jpn,服を買いに行く時の服がない。
74814,jpn,素朴な疑問なんだけど、・・・トラとライオンはどっちが強いの？
74818,jpn,ちょっと顔を貸してくれませんか。
74829,jpn,リオのカーニバルは二月に開催される。
74833,jpn,ｍｅｄｉａ　ｐｌａｙｅｒで音楽を聞こうとしてもエラーが出てファイルを再生できません。
74836,jpn,学問は強いられるべきではない。学問は奨励されるべきだ。
74840,jpn,太陽の黒点を観察しよう。
74849,jpn,さあね。
74857,jpn,ディスプレイはモニタともいい、コンピュータなどの機器から出力される静止画または動画の映像信号を表示する機器である。
74869,jpn,なぜ、ライバルの同業者にまでも公開しているのか。
74876,jpn,及第点よ。これぐらい大したことないわ。
74891,jpn,私は婚約を解消しました。
74924,jpn,よし、かかってこい！
74958,jpn,でも、私は彼の言うことが分かります。
74960,jpn,すごいわね。できてまだ間もない会社なのに店舗も多いし、流行ってるし。
74962,jpn,このドライバーは小さすぎて役に立たない。
74963,jpn,警察は学校で大量の薬物を押収した。
74964,jpn,学食に飽きたときは、ベルファで買うもよし、ファミレスで食べるもよし。
74968,jpn,外が暗くなってきた。
74976,jpn,彼はライバル会社に引き抜かれました。
74994,jpn,愛ちゃんは私のそばに座った。
75007,jpn,「先生の容態は？」「絶対安静だ」
75022,jpn,あの人は化け物のような力持ちだ。
75028,jpn,ああ、そうそう！ 滅多にっていうか、ほとんど使用したことがないコンドームを使いました。
75036,jpn,僕はボードの上の駒を一つ前に進めた。
75043,jpn,そんなの、身体にとっていいはずがないじゃありませんか。
75047,jpn,「あれ、タンジェントってサインでコサインを割るんだっけ？」「逆、逆」
75055,jpn,「マナカの絵、見して」「えーー、恥ずかしいですよー」
75058,jpn,同性をセクハラで訴えることできないのかしら。
75066,jpn,リレー用のバトンが１本足りないんです。
75069,jpn,「お父さんとうまくいってないのか」「・・・」「すまない。立ち入ったことだった」
75074,jpn,一酸化炭素とは炭素化合物の不完全燃焼で発生する有害物質です。
75079,jpn,夜になると彼女はお月様をながめました。
75094,jpn,今日はオームの法則に関する実験を行います。
75109,jpn,彼は将来国家の棟梁たるべき器だ。
75114,jpn,死ね！
75137,jpn,まず、実験室で行われる実験について話しましょう。
75140,jpn,ミスタイプです。すみません。
75156,jpn,もちろん万能ではないからといって価値がないわけではないから、ＧＴＤはダメということにはならない。
75173,jpn,さっきなぜかマイクが入らなかった。
75190,jpn,結婚が聞いてあきれる！
75198,jpn,総員、脱出せよ！
75226,jpn,絶望的な戦いの中、貴君の師団が善戦したことは高く評価されている。
75233,jpn,絶望した彼は自殺を図った。
75234,jpn,プライヤー氏はパリでの公演のリハーサル中にくも膜下出血で倒れ、市内の病院に運ばれましたが午後４時２３分息を引き取りました。
75240,jpn,ああでも安心してくれ。オレ、ノンケのコには手を出さないから。
75267,jpn,それは抜け目のないやり方だった。
75281,jpn,娘をなくして、すっかり心の張りがなくなりました。
75304,jpn,インターネットは情報量が多いので、使えない情報も沢山あります。
75323,jpn,戦場に赴くカメラマンが不発弾の危険性を知らないのは不思議だ、新聞社は教育を怠ってる。
75340,jpn,天文学者が局部超銀河団の存在を推定しました。
75357,jpn,彼女とここに来るのは何回目になるのだろう。
75363,jpn,管理人によってアカウントの認証が行われたあと、あなたに確認のメールが送られます。
75365,jpn,彼女はバッハ弾きです。
75379,jpn,私がいなかったら、この事務所は３日でカオスですよ。
75429,jpn,死んだフリして難をのがれたそうです。
75430,jpn,インドは地域色豊かな食文化があります。
75452,jpn,足を棒にして探しても、気に入るものがありませんでした。
75497,jpn,冗談じゃねえよ。
